"name","type","no.of.forces","number","percent_within_type","percent_overall"
"magrittr","VEC",0,172,85.1485148514851,0.896393579320409
"magrittr","VEC",1,30,14.8514851485149,0.156347717323327
"magrittr","BCODE",0,184,1.55681529740249,0.958932666249739
"magrittr","BCODE",1,11635,98.4431847025975,60.6368563685637
"markdown","NIL",0,125,27.292576419214,0.950498060983956
"markdown","NIL",1,333,72.707423580786,2.53212683446126
"markdown","SYM",0,222,58.4210526315789,1.68808455630751
"markdown","SYM",1,158,41.5789473684211,1.20142954908372
"markdown","PROM",0,25,55.5555555555556,0.190099612196791
"markdown","PROM",1,20,44.4444444444444,0.152079689757433
"markdown","LANG",0,929,66.2152530292231,7.06410158923276
"markdown","LANG",1,474,33.7847469707769,3.60428864725116
"markdown","LGL",0,283,18.5939553219448,2.15192761006768
"markdown","LGL",1,1239,81.4060446780552,9.42133678047297
"markdown","INT",0,0,0,0
"markdown","INT",1,115,100,0.874458216105239
"markdown","REAL",0,3,2.5,0.0228119534636149
"markdown","REAL",1,117,97.5,0.889666185080982
"markdown","STR",0,252,9.99603332011107,1.91620409094365
"markdown","STR",1,2269,90.0039666798889,17.2534408029808
"markdown","VEC",0,45,84.9056603773585,0.342179301954224
"markdown","VEC",1,8,15.0943396226415,0.0608318759029732
"markdown","BCODE",0,279,3.20874065554917,2.12151167211619
"markdown","BCODE",1,8416,96.7912593444508,63.9951334499278
"mvtnorm","NIL",0,435,44.3877551020408,0.89596506766081
"mvtnorm","NIL",1,545,55.6122448979592,1.12253094683941
"mvtnorm","SYM",0,2975,72.5786777262747,6.12757718687566
"mvtnorm","SYM",1,1124,27.4213222737253,2.31509134724311
"mvtnorm","PROM",0,129,28.7946428571429,0.265699985582171
"mvtnorm","PROM",1,319,71.2053571428571,0.657041049617928
"mvtnorm","LANG",0,729,12.6672458731538,1.50151387201088
"mvtnorm","LANG",1,5026,87.3327541268462,10.3520009886511
"mvtnorm","LGL",0,1515,22.1232476635514,3.12043006323248
"mvtnorm","LGL",1,5333,77.8767523364486,10.9843257605405
"mvtnorm","INT",0,45,3.22812051649928,0.0926860414821528
"mvtnorm","INT",1,1349,96.7718794835007,2.77852155465387
"mvtnorm","REAL",0,121,9.77382875605816,0.249222467096455
"mvtnorm","REAL",1,1117,90.2261712439418,2.3006735185681
"mvtnorm","STR",0,2173,30.8270676691729,4.47570595868262
"mvtnorm","STR",1,4876,69.1729323308271,10.0430475170439
"mvtnorm","VEC",0,711,87.9950495049505,1.46443945541801
"mvtnorm","VEC",1,97,12.0049504950495,0.199789911639307
"mvtnorm","BCODE",0,694,2.35589653065381,1.42942472863587
"mvtnorm","BCODE",1,28764,97.6441034693462,59.2449177153921
"nloptr","NIL",0,181,22.4009900990099,1.16077727185275
"nloptr","NIL",1,627,77.5990099009901,4.02103507984352
"nloptr","SYM",0,809,71.8472468916519,5.18822548579491
"nloptr","SYM",1,317,28.1527531083481,2.03296350926698
"nloptr","PROM",0,305,39.5590142671855,1.95600590008337
"nloptr","PROM",1,466,60.4409857328145,2.98852048996345
"nloptr","LANG",0,124,12.156862745098,0.795228628230616
"nloptr","LANG",1,896,87.843137254902,5.74616815237607
"nloptr","LGL",0,206,12.8348909657321,1.3211056243186
"nloptr","LGL",1,1399,87.1651090342679,8.97197460398897
"nloptr","INT",0,28,4.91228070175439,0.179567754761752
"nloptr","INT",1,542,95.0877192982456,3.47591868145963
"nloptr","REAL",0,0,0,0
"nloptr","REAL",1,507,100,3.25145898800744
"nloptr","STR",0,351,12.540192926045,2.25101006862053
"nloptr","STR",1,2448,87.459807073955,15.699352273456
"nloptr","VEC",0,365,99.1847826086957,2.34079394600141
"nloptr","VEC",1,3,0.815217391304348,0.019239402295902
"nloptr","BCODE",0,247,2.86078295112347,1.5840441223626
"nloptr","BCODE",1,8387,97.1392170488765,53.7869556852434
"quantreg","NIL",0,932,18.47739888977,0.119809590166358
"quantreg","NIL",1,4112,81.52260111023,0.52860196863097
"quantreg","SYM",0,12773,84.6398515671592,1.64198272016619
"quantreg","SYM",1,2318,15.3601484328408,0.297981362666972
"quantreg","CLOS",0,0,0,0
"quantreg","CLOS",1,582,100,0.0748167183227686
"quantreg","ENV",0,0,0,0
"quantreg","ENV",1,472,100,0.0606761014576405
"quantreg","PROM",0,3488,77.3735581188997,0.44838610568697
"quantreg","PROM",1,1020,22.6264418811003,0.13112208365846
"quantreg","LANG",0,73774,78.5147187160767,9.48372607825417
"quantreg","LANG",1,20188,21.4852812839233,2.59518884793823
"quantreg","LGL",0,11217,16.7053882584219,1.44195726705583
"quantreg","LGL",1,55929,83.2946117415781,7.18973236954317
"quantreg","INT",0,15,0.334075723830735,0.00192826593615383
"quantreg","INT",1,4475,99.6659242761693,0.575266004285892
"quantreg","REAL",0,266,10.6741573033708,0.0341945826011279
"quantreg","REAL",1,2226,89.3258426966292,0.286154664925228
"quantreg","STR",0,9589,6.22080651858003,1.23267613745194
"quantreg","STR",1,144555,93.77919348142,18.5826988267145
"quantreg","VEC",0,933,91.11328125,0.119938141228768
"quantreg","VEC",1,91,8.88671875,0.0116981466793332
"quantreg","BCODE",0,28127,4.93405068598163,3.61575573241325
"quantreg","BCODE",1,541932,95.0659493140184,69.6659343541145
"R6","NIL",0,840,8.27341672412095,0.0858066592096594
"R6","NIL",1,9313,91.7265832758791,0.951330258594712
"R6","SYM",0,26196,43.7204799973296,2.67594195792409
"R6","SYM",1,33721,56.2795200026704,3.44462661334396
"R6","CLOS",0,0,0,0
"R6","CLOS",1,786,100,0.0802905168318956
"R6","ENV",0,8,1.69133192389006,0.000817206278187232
"R6","ENV",1,465,98.3086680761099,0.0475001149196329
"R6","PROM",0,8835,86.2877234104893,0.902502183473025
"R6","PROM",1,1404,13.7122765895107,0.143419701821859
"R6","LANG",0,103611,76.199126303558,10.5839449611572
"R6","LANG",1,32363,23.800873696442,3.30590584762167
"R6","LGL",0,23532,21.9500592312069,2.40381226728774
"R6","LGL",1,83675,78.0499407687931,8.54746691591458
"R6","INT",0,388,4.97499679446083,0.0396345044920808
"R6","INT",1,7411,95.0250032055392,0.757039465955697
"R6","REAL",0,1140,14.0758118286208,0.116451894641681
"R6","REAL",1,6959,85.9241881713792,0.710867311238119
"R6","STR",0,12671,7.56459547234693,1.2943525938638
"R6","STR",1,154833,92.4354045276531,15.8163124588205
"R6","VEC",0,1203,90.2475618904726,0.122887394082405
"R6","VEC",1,130,9.75243810952738,0.0132796020205425
"R6","BCODE",0,35457,5.18882420602517,3.62196037571059
"R6","BCODE",1,647877,94.8111757939748,66.1811439866387
"R6","S4",0,1351,99.7047970479705,0.138005710228869
"R6","S4",1,4,0.29520295202952,0.000408603139093616
"RcppArmadillo","NIL",0,3480,22.7198537572632,0.307244887418587
"RcppArmadillo","NIL",1,11837,77.2801462427368,1.04507406102696
"RcppArmadillo","SYM",0,19904,60.0186955341797,1.75729949401711
"RcppArmadillo","SYM",1,13259,39.9813044658203,1.17062067881697
"RcppArmadillo","CLOS",0,0,0,0
"RcppArmadillo","CLOS",1,3879,100,0.342472102958821
"RcppArmadillo","ENV",0,0,0,0
"RcppArmadillo","ENV",1,2167,100,0.191321744550597
"RcppArmadillo","PROM",0,6322,68.7323331158948,0.558161545477099
"RcppArmadillo","PROM",1,2876,31.2676668841052,0.253918475924096
"RcppArmadillo","LANG",0,104386,55.8195993711432,9.21611057990707
"RcppArmadillo","LANG",1,82620,44.1804006288568,7.29441741336886
"RcppArmadillo","LGL",0,22407,18.2869501346609,1.97828626218054
"RcppArmadillo","LGL",1,100123,81.7130498653391,8.8397355928193
"RcppArmadillo","INT",0,163,0.737356373835158,0.0143910680026522
"RcppArmadillo","INT",1,21943,99.2626436261648,1.93732027719139
"RcppArmadillo","REAL",0,2655,30.2357362487188,0.234406659797801
"RcppArmadillo","REAL",1,6126,69.7642637512812,0.540856948369616
"RcppArmadillo","STR",0,14783,8.72271753689291,1.30517275020373
"RcppArmadillo","STR",1,154694,91.2772824631071,13.6577415558422
"RcppArmadillo","VEC",0,2853,88.0283863005245,0.25188783442679
"RcppArmadillo","VEC",1,388,11.9716136994755,0.0342560391719574
"RcppArmadillo","BCODE",0,41866,5.40486109587025,3.6962972576628
"RcppArmadillo","BCODE",1,732733,94.5951389041298,64.6920885324377
"RcppArmadillo","S4",0,332,100,0.0293118685698192
"RcppArmadillo","S4",1,0,0,0
"RcppEigen","NIL",0,2,18.1818181818182,2.89855072463768
"RcppEigen","NIL",1,9,81.8181818181818,13.0434782608696
"RcppEigen","SYM",0,1,33.3333333333333,1.44927536231884
"RcppEigen","SYM",1,2,66.6666666666667,2.89855072463768
"RcppEigen","LANG",0,4,33.3333333333333,5.79710144927536
"RcppEigen","LANG",1,8,66.6666666666667,11.5942028985507
"RcppEigen","LGL",0,0,0,0
"RcppEigen","LGL",1,3,100,4.34782608695652
"RcppEigen","REAL",0,1,33.3333333333333,1.44927536231884
"RcppEigen","REAL",1,2,66.6666666666667,2.89855072463768
"RcppEigen","STR",0,9,60,13.0434782608696
"RcppEigen","STR",1,6,40,8.69565217391304
"RcppEigen","BCODE",0,0,0,0
"RcppEigen","BCODE",1,38,100,55.0724637681159
"Rcpp","NIL",0,734,28.1765834932821,0.683267395857575
"Rcpp","NIL",1,1871,71.8234165067178,1.74168024202932
"Rcpp","SYM",0,1559,57.7193631988153,1.45124505468932
"Rcpp","SYM",1,1142,42.2806368011847,1.06306725622527
"Rcpp","CLOS",0,0,0,0
"Rcpp","CLOS",1,228,100,0.212241098440773
"Rcpp","ENV",0,2,1.8348623853211,0.00186176402141029
"Rcpp","ENV",1,107,98.1651376146789,0.0996043751454503
"Rcpp","PROM",0,185,39.4456289978678,0.172213171980451
"Rcpp","PROM",1,284,60.5543710021322,0.264370491040261
"Rcpp","LANG",0,7472,59.8094933162571,6.95555038398883
"Rcpp","LANG",1,5021,40.1905066837429,4.67395857575052
"Rcpp","LGL",0,1724,13.8752515090543,1.60484058645567
"Rcpp","LGL",1,10701,86.1247484909457,9.96136839655574
"Rcpp","INT",0,8,0.549828178694158,0.00744705608564114
"Rcpp","INT",1,1447,99.4501718213058,1.34698626949034
"Rcpp","REAL",0,33,4.73457675753228,0.0307191063532697
"Rcpp","REAL",1,664,95.2654232424677,0.618105655108215
"Rcpp","STR",0,735,4.60901737003825,0.68419827786828
"Rcpp","STR",1,15212,95.3909826299618,14.1605771468466
"Rcpp","VEC",0,502,83.9464882943144,0.467302769373982
"Rcpp","VEC",1,96,16.0535117056856,0.0893646730276937
"Rcpp","BCODE",0,3109,4.21547890226706,2.89411217128229
"Rcpp","BCODE",1,70643,95.7845210977329,65.7602978822434
"readr","NIL",0,335,13.4430176565008,0.558240293284453
"readr","NIL",1,2157,86.5569823434992,3.5944009331778
"readr","SYM",0,534,53.2934131736527,0.889851691384769
"readr","SYM",1,468,46.7065868263473,0.779870021663056
"readr","CLOS",0,0,0,0
"readr","CLOS",1,14,100,0.0233294450924846
"readr","ENV",0,0,0,0
"readr","ENV",1,7,100,0.0116647225462423
"readr","PROM",0,198,49.1315136476427,0.329945009165139
"readr","PROM",1,205,50.8684863523573,0.341609731711381
"readr","LANG",0,1283,25.66,2.13797700383269
"readr","LANG",1,3717,74.34,6.19396767205466
"readr","LGL",0,855,16.5473195277724,1.42476253957674
"readr","LGL",1,4312,83.4526804722276,7.18546908848525
"readr","INT",0,96,6,0.159973337777037
"readr","INT",1,1504,94,2.50624895850692
"readr","REAL",0,25,1.90548780487805,0.0416597233794368
"readr","REAL",1,1287,98.094512195122,2.1446425595734
"readr","STR",0,663,8.27199001871491,1.10481586402266
"readr","STR",1,7352,91.7280099812851,12.2512914514248
"readr","VEC",0,223,90.650406504065,0.371604732544576
"readr","VEC",1,23,9.34959349593496,0.0383269455090818
"readr","BCODE",0,702,1.76986688180718,1.16980503249458
"readr","BCODE",1,38962,98.2301331181928,64.9258456923846
"readxl","NIL",0,1001,17.3453474267891,0.88501834578489
"readxl","NIL",1,4770,82.6546525732109,4.21732018920472
"readxl","SYM",0,1828,49.727965179543,1.61619733875602
"readxl","SYM",1,1848,50.272034820457,1.63388002298749
"readxl","CLOS",0,0,0,0
"readxl","CLOS",1,624,100,0.55169974802175
"readxl","ENV",0,0,0,0
"readxl","ENV",1,312,100,0.275849874010875
"readxl","PROM",0,445,42.9951690821256,0.393439724150126
"readxl","PROM",1,590,57.0048309178744,0.521639184828257
"readxl","LANG",0,1587,11.6863033873343,1.40312099376685
"readxl","LANG",1,11993,88.3136966126657,10.6034215993988
"readxl","LGL",0,1362,14.7690305790501,1.20419079616286
"readxl","LGL",1,7860,85.2309694209499,6.94929490296627
"readxl","INT",0,71,1.40150019739439,0.0627735290217055
"readxl","INT",1,4995,98.5984998026056,4.41625038680872
"readxl","REAL",0,502,17.6822824938359,0.443835374209805
"readxl","REAL",1,2337,82.3177175061641,2.06622165244684
"readxl","STR",0,1246,13.6817832436587,1.10163122762035
"readxl","STR",1,7861,86.3182167563413,6.95017903717784
"readxl","VEC",0,1303,98.7121212121212,1.15202687768003
"readxl","VEC",1,17,1.28787878787879,0.0150302815967464
"readxl","BCODE",0,1084,1.52719075795999,0.958401485345475
"readxl","BCODE",1,69896,98.47280924204,61.7974448521286
"rlang","NIL",0,19,15.8333333333333,0.324675324675325
"rlang","NIL",1,101,84.1666666666667,1.72590567327409
"rlang","SYM",0,56,35.8974358974359,0.956937799043062
"rlang","SYM",1,100,64.1025641025641,1.70881749829118
"rlang","PROM",0,1,5.26315789473684,0.0170881749829118
"rlang","PROM",1,18,94.7368421052632,0.307587149692413
"rlang","LANG",0,583,75.032175032175,9.96240601503759
"rlang","LANG",1,194,24.967824967825,3.31510594668489
"rlang","LGL",0,124,17.8674351585014,2.11893369788107
"rlang","LGL",1,570,82.1325648414986,9.74025974025974
"rlang","INT",0,0,0,0
"rlang","INT",1,51,100,0.871496924128503
"rlang","REAL",0,0,0,0
"rlang","REAL",1,45,100,0.768967874231032
"rlang","STR",0,46,4.8936170212766,0.786056049213944
"rlang","STR",1,894,95.1063829787234,15.2768284347232
"rlang","VEC",0,25,83.3333333333333,0.427204374572796
"rlang","VEC",1,5,16.6666666666667,0.0854408749145591
"rlang","BCODE",0,96,2.41874527588813,1.64046479835954
"rlang","BCODE",1,3873,97.5812547241119,66.1825017088175
"rprojroot","NIL",0,12,14.2857142857143,0.350672121566335
"rprojroot","NIL",1,72,85.7142857142857,2.10403272939801
"rprojroot","SYM",0,41,53.2467532467532,1.19812974868498
"rprojroot","SYM",1,36,46.7532467532468,1.05201636469901
"rprojroot","PROM",0,2,25,0.0584453535943892
"rprojroot","PROM",1,6,75,0.175336060783168
"rprojroot","LANG",0,155,43.1754874651811,4.52951490356517
"rprojroot","LANG",1,204,56.8245125348189,5.9614260666277
"rprojroot","LGL",0,72,24.4067796610169,2.10403272939801
"rprojroot","LGL",1,223,75.593220338983,6.5166569257744
"rprojroot","INT",0,6,11.1111111111111,0.175336060783168
"rprojroot","INT",1,48,88.8888888888889,1.40268848626534
"rprojroot","REAL",0,0,0,0
"rprojroot","REAL",1,42,100,1.22735242548217
"rprojroot","STR",0,46,9.34959349593496,1.34424313267095
"rprojroot","STR",1,446,90.650406504065,13.0333138515488
"rprojroot","VEC",0,8,80,0.233781414377557
"rprojroot","VEC",1,2,20,0.0584453535943892
"rprojroot","BCODE",0,37,1.55527532576713,1.0812390414962
"rprojroot","BCODE",1,2342,98.4447246742329,68.4395090590298
"RSQLite","NIL",0,84,4.6875,0.0588466065123578
"RSQLite","NIL",1,1708,95.3125,1.19654766575128
"RSQLite","SYM",0,2093,58.3821478382148,1.46626127893291
"RSQLite","SYM",1,1492,41.6178521617852,1.04522782043378
"RSQLite","CLOS",0,0,0,0
"RSQLite","CLOS",1,233,100,0.16322927758785
"RSQLite","ENV",0,0,0,0
"RSQLite","ENV",1,221,100,0.154822619514656
"RSQLite","PROM",0,408,68.1135225375626,0.285826374488595
"RSQLite","PROM",1,191,31.8864774624374,0.133805974331671
"RSQLite","LANG",0,16888,84.1664590082233,11.8309701283416
"RSQLite","LANG",1,3177,15.8335409917767,2.2256627248781
"RSQLite","LGL",0,2811,17.4314771176981,1.96925965364569
"RSQLite","LGL",1,13315,82.5685228823019,9.32788768704814
"RSQLite","INT",0,1,0.0998003992015968,0.000700554839432831
"RSQLite","INT",1,1001,99.9001996007984,0.701255394272264
"RSQLite","REAL",0,0,0,0
"RSQLite","REAL",1,511,100,0.357983522950177
"RSQLite","STR",0,1312,6.10346110904354,0.919127949335874
"RSQLite","STR",1,20184,93.8965388909565,14.1399988791123
"RSQLite","VEC",0,134,82.7160493827161,0.0938743484839993
"RSQLite","VEC",1,28,17.2839506172839,0.0196155355041193
"RSQLite","BCODE",0,6138,5.74611495974537,4.30000560443872
"RSQLite","BCODE",1,100682,94.2538850402546,70.5332623437763
"SparseM","NIL",0,57,7.85123966942149,0.0761258614242214
"SparseM","NIL",1,669,92.1487603305785,0.89347721566323
"SparseM","SYM",0,2045,72.2614840989399,2.7311822212725
"SparseM","SYM",1,785,27.7385159010601,1.04840002136866
"SparseM","CLOS",0,0,0,0
"SparseM","CLOS",1,165,100,0.220364335701693
"SparseM","ENV",0,0,0,0
"SparseM","ENV",1,71,100,0.094823441423153
"SparseM","PROM",0,561,66.5480427046263,0.749238741385758
"SparseM","PROM",1,282,33.4519572953737,0.376622682835622
"SparseM","LANG",0,5716,78.5380599065677,7.63395480527806
"SparseM","LANG",1,1562,21.4619400934323,2.08611571130936
"SparseM","LGL",0,1406,22.4528904503354,1.87777124846413
"SparseM","LGL",1,4856,77.5471095496646,6.48538917677226
"SparseM","INT",0,0,0,0
"SparseM","INT",1,505,100,0.674448421390031
"SparseM","REAL",0,34,9.49720670391062,0.0454084085688338
"SparseM","REAL",1,324,90.5027932960894,0.432715422832416
"SparseM","STR",0,1852,10.6022441035035,2.47342272557295
"SparseM","STR",1,15616,89.3977558964964,20.8558149473797
"SparseM","VEC",0,48,53.3333333333333,0.0641059885677654
"SparseM","VEC",1,42,46.6666666666667,0.0560927399967947
"SparseM","BCODE",0,2226,4.26240808823529,2.97291521983012
"SparseM","BCODE",1,49998,95.7375919117647,66.7744003418986
"SparseM","S4",0,5,100,0.00667770714247556
"SparseM","S4",1,0,0,0
"sp","NIL",0,16607,18.2216175292685,0.488831954485969
"sp","NIL",1,74532,81.7783824707315,2.19387145370917
"sp","SYM",0,68602,51.6266433876927,2.01932015063807
"sp","SYM",1,64279,48.3733566123073,1.89207136764037
"sp","CLOS",0,0,0,0
"sp","CLOS",1,9210,100,0.271099072729317
"sp","ENV",0,0,0,0
"sp","ENV",1,9000,100,0.264917660647541
"sp","PROM",0,8325,28.0491913746631,0.245048836098976
"sp","PROM",1,21355,71.9508086253369,0.62859073812536
"sp","LANG",0,247936,43.9218131636474,7.29806945670097
"sp","LANG",1,316558,56.0781868363526,9.31797831325159
"sp","LGL",0,147917,24.8082154561403,4.35398062333359
"sp","LGL",1,448325,75.1917845438597,13.196578912201
"sp","INT",0,13812,10.1111997715976,0.406560303207093
"sp","INT",1,122789,89.8888002284024,3.61433051480566
"sp","REAL",0,5138,5.16262572470685,0.151238548934119
"sp","REAL",1,94385,94.8373742752931,2.77825037780202
"sp","STR",0,59484,25.3851471881055,1.75092912510648
"sp","STR",1,174842,74.6148528118945,5.14652595810415
"sp","VEC",0,12460,91.8879056047198,0.366763783518707
"sp","VEC",1,1100,8.11209439528024,0.032378825190255
"sp","BCODE",0,101570,4.69694594465863,2.98974297688564
"sp","BCODE",1,2060899,95.3030540553414,60.6631713234285
"sp","S4",0,37,88.0952380952381,0.00108910593821767
"sp","S4",1,5,11.9047619047619,0.000147176478137523
"stringr","NIL",0,9,9.89010989010989,0.106888361045131
"stringr","NIL",1,82,90.1098901098901,0.973871733966746
"stringr","SYM",0,68,39.5348837209302,0.807600950118765
"stringr","SYM",1,104,60.4651162790698,1.23515439429929
"stringr","PROM",0,0,0,0
"stringr","PROM",1,21,100,0.249406175771971
"stringr","LANG",0,677,80.6912991656734,8.04038004750594
"stringr","LANG",1,162,19.3087008343266,1.92399049881235
"stringr","LGL",0,104,17.3333333333333,1.23515439429929
"stringr","LGL",1,496,82.6666666666667,5.89073634204276
"stringr","INT",0,3,4.61538461538461,0.0356294536817102
"stringr","INT",1,62,95.3846153846154,0.736342042755344
"stringr","REAL",0,2,3.77358490566038,0.0237529691211401
"stringr","REAL",1,51,96.2264150943396,0.605700712589074
"stringr","STR",0,120,6.55737704918033,1.42517814726841
"stringr","STR",1,1710,93.4426229508197,20.3087885985748
"stringr","VEC",0,4,80,0.0475059382422803
"stringr","VEC",1,1,20,0.0118764845605701
"stringr","BCODE",0,87,1.4958734525447,1.0332541567696
"stringr","BCODE",1,5729,98.5041265474553,68.0403800475059
"tibble","NIL",0,446,12.7501429388222,0.777247220382698
"tibble","NIL",1,3052,87.2498570611778,5.31874106862779
"tibble","SYM",0,185,27.6532137518685,0.322400752849326
"tibble","SYM",1,484,72.3467862481315,0.843470077724722
"tibble","PROM",0,356,60.7508532423208,0.620403610888432
"tibble","PROM",1,230,39.2491467576792,0.400822557596459
"tibble","LANG",0,881,16.1473607038123,1.53532466627165
"tibble","LANG",1,4575,83.8526392961877,7.97288348262521
"tibble","LGL",0,764,22.7516378796903,1.33142797392911
"tibble","LGL",1,2594,77.2483621203097,4.52058136697919
"tibble","INT",0,31,1.71365395245992,0.054023909936914
"tibble","INT",1,1778,98.2863460475401,3.09853264089784
"tibble","REAL",0,6,0.381194409148666,0.0104562406329511
"tibble","REAL",1,1568,99.6188055908513,2.73256421874455
"tibble","STR",0,248,4.43411407116038,0.432191279495312
"tibble","STR",1,5345,95.5658859288396,9.31476769718727
"tibble","VEC",0,75,83.3333333333333,0.130703007911889
"tibble","VEC",1,15,16.6666666666667,0.0261406015823777
"tibble","BCODE",0,1859,4.69468154957321,3.23969188944268
"tibble","BCODE",1,37739,95.3053184504268,65.7680108744903
"tidyr","NIL",0,8,9.87654320987654,0.146681334800147
"tidyr","NIL",1,73,90.1234567901235,1.33846718005134
"tidyr","SYM",0,40,32.258064516129,0.733406674000733
"tidyr","SYM",1,84,67.741935483871,1.54015401540154
"tidyr","PROM",0,2,9.52380952380952,0.0366703337000367
"tidyr","PROM",1,19,90.4761904761905,0.348368170150348
"tidyr","LANG",0,569,85.6927710843374,10.4327099376604
"tidyr","LANG",1,95,14.3072289156626,1.74184085075174
"tidyr","LGL",0,58,15.2230971128609,1.06343967730106
"tidyr","LGL",1,323,84.7769028871391,5.92225889255592
"tidyr","INT",0,0,0,0
"tidyr","INT",1,31,100,0.568390172350568
"tidyr","REAL",0,1,4.54545454545455,0.0183351668500183
"tidyr","REAL",1,21,95.4545454545455,0.385038503850385
"tidyr","STR",0,34,2.94882914137034,0.623395672900623
"tidyr","STR",1,1119,97.0511708586297,20.5170517051705
"tidyr","VEC",0,4,80,0.0733406674000733
"tidyr","VEC",1,1,20,0.0183351668500183
"tidyr","BCODE",0,81,2.14968152866242,1.48514851485149
"tidyr","BCODE",1,3687,97.8503184713376,67.6017601760176
"viridis","NIL",0,541,4.05729713514324,0.0434255624854512
"viridis","NIL",1,12793,95.9427028648568,1.02688210882879
"viridis","SYM",0,12182,71.8363014506428,0.97783771201066
"viridis","SYM",1,4776,28.1636985493572,0.383365039612782
"viridis","CLOS",0,0,0,0
"viridis","CLOS",1,610,100,0.0489641277562389
"viridis","ENV",0,1,0.699300699300699,8.02690618954736e-05
"viridis","ENV",1,142,99.3006993006993,0.0113982067891573
"viridis","PROM",0,2530,43.2035519125683,0.203080726595548
"viridis","PROM",1,3326,56.7964480874317,0.266974899864345
"viridis","LANG",0,81390,50.3056412284985,6.5330989476726
"viridis","LANG",1,80401,49.6943587715015,6.45371284545798
"viridis","LGL",0,16047,19.6881211199176,1.28807763623667
"viridis","LGL",1,65459,80.3118788800824,5.25433252261581
"viridis","INT",0,43,0.184138403562864,0.00345156966150537
"viridis","INT",1,23309,99.8158615964371,1.87099156372159
"viridis","REAL",0,277,1.870989530564,0.0222345301450462
"viridis","REAL",1,14528,98.129010469436,1.16614893121744
"viridis","STR",0,8930,4.10595478392011,0.71680272272658
"viridis","STR",1,208559,95.8940452160799,16.7408352798581
"viridis","VEC",0,529,83.7025316455696,0.0424623337427055
"viridis","VEC",1,103,16.2974683544304,0.00826771337523378
"viridis","BCODE",0,42658,4.87820497426415,3.42411764233711
"viridis","BCODE",1,831803,95.1217950257358,66.7680464918406
"xml2","NIL",0,55,14.945652173913,0.312713213554696
"xml2","NIL",1,313,85.054347826087,1.77962246986582
"xml2","SYM",0,313,66.1733615221987,1.77962246986582
"xml2","SYM",1,160,33.8266384778013,0.909711166704571
"xml2","PROM",0,30,39.4736842105263,0.170570843757107
"xml2","PROM",1,46,60.5263157894737,0.261541960427564
"xml2","LANG",0,1492,74.1182314952807,8.48305662952013
"xml2","LANG",1,521,25.8817685047193,2.96224698658176
"xml2","LGL",0,284,14.7150259067358,1.61473732090061
"xml2","LGL",1,1646,85.2849740932643,9.35865362747328
"xml2","INT",0,2,1.50375939849624,0.0113713895838071
"xml2","INT",1,131,98.4962406015038,0.744826017739368
"xml2","REAL",0,12,10,0.0682283375028429
"xml2","REAL",1,108,90,0.614055037525586
"xml2","STR",0,348,10.8818011257036,1.97862178758244
"xml2","STR",1,2850,89.1181988742964,16.2042301569252
"xml2","VEC",0,60,88.2352941176471,0.341141687514214
"xml2","VEC",1,8,11.7647058823529,0.0454855583352286
"xml2","BCODE",0,322,2.65545109681676,1.83079372299295
"xml2","BCODE",1,11804,97.3445489031832,67.1139413236297
"xtable","NIL",0,4943,14.7025580011898,0.199621756550303
"xtable","NIL",1,28677,85.2974419988102,1.15811311199536
"xtable","SYM",0,86999,76.7417038618281,3.51343176170743
"xtable","SYM",1,26367,23.2582961381719,1.06482436879665
"xtable","CLOS",0,0,0,0
"xtable","CLOS",1,3410,100,0.137711954245708
"xtable","ENV",0,0,0,0
"xtable","ENV",1,3752,100,0.151523534407594
"xtable","PROM",0,10207,58.1927023945268,0.412207013778869
"xtable","PROM",1,7333,41.8072976054732,0.296141278734245
"xtable","LANG",0,291156,74.0487544348224,11.7582585778192
"xtable","LANG",1,102039,25.9512455651776,4.12081821093191
"xtable","LGL",0,59396,19.2933732219829,2.39869185758888
"xtable","LGL",1,248461,80.7066267780171,10.0340322181357
"xtable","INT",0,2922,10.7339651752259,0.118004202435765
"xtable","INT",1,24300,89.2660348247741,0.981349116765603
"xtable","REAL",0,826,3.89402225155572,0.0333577930225674
"xtable","REAL",1,20386,96.1059777484443,0.823283254912904
"xtable","STR",0,60615,16.349953470808,2.44792085237642
"xtable","STR",1,310120,83.650046529192,12.5241147362695
"xtable","VEC",0,8045,91.5036396724295,0.324895211702851
"xtable","VEC",1,747,8.49636032757052,0.0301673987746463
"xtable","BCODE",0,105872,5.86075070663143,4.27561290906205
"xtable","BCODE",1,1700586,94.1392492933686,68.6777188923436
"xtable","S4",0,314,99.6825396825397,0.0126808075170535
"xtable","S4",1,1,0.317460317460317,4.03847373154569e-05
"xts","NIL",0,180,9.92829564258136,0.24896265560166
"xts","NIL",1,1633,90.0717043574186,2.25864453665284
"xts","SYM",0,2461,90.7783105864994,3.40387275242047
"xts","SYM",1,250,9.22168941350055,0.345781466113416
"xts","PROM",0,424,67.4085850556439,0.586445366528354
"xts","PROM",1,205,32.5914149443561,0.283540802213001
"xts","LANG",0,4716,57.2955898432754,6.52282157676349
"xts","LANG",1,3515,42.7044101567246,4.86168741355463
"xts","LGL",0,794,10.7051368477821,1.09820193637621
"xts","LGL",1,6623,89.2948631522179,9.16044260027662
"xts","INT",0,199,25.4150702426564,0.275242047026279
"xts","INT",1,584,74.5849297573435,0.807745504840941
