"name","type","number","percent"
"car","STR",758831,39.5780014134423
"car","NA",312822,16.3157139839514
"car","ENV",205359,10.710815441466
"car","LGL",197575,10.304828913501
"car","INT",152042,7.92998505715053
"car","VEC",77348,4.03420426066797
"car","CLOS",76592,3.99477391442676
"car","SYM",39888,2.08042017310756
"car","NIL",36570,1.90736476460448
"car","LANG",30450,1.58816672360423
"car","REAL",16702,0.871118575291881
"car","S4",7895,0.411775904198862
"car","BUILTIN",5005,0.261043495948741
"car","SPECIAL",83,0.00432899303970938
"car","EXPR",75,0.00391174069853258
"car","LIST",68,0.00354664490000287
"checkmate","STR",451071,49.6258295340527
"checkmate","ENV",158747,17.4649923427626
"checkmate","NA",133945,14.7363313911528
"checkmate","LGL",67905,7.47075727437554
"checkmate","CLOS",39864,4.3857487369959
"checkmate","VEC",12950,1.4247302364062
"checkmate","INT",12452,1.36994138252742
"checkmate","NIL",11346,1.24826171909381
"checkmate","REAL",7812,0.859458888556391
"checkmate","S4",6991,0.769134292101604
"checkmate","BUILTIN",2518,0.27702476720238
"checkmate","LANG",2225,0.244789557992572
"checkmate","SYM",956,0.105176996602651
"checkmate","SPECIAL",102,0.0112218134450527
"checkmate","LIST",39,0.00429069337604957
"checkmate","EXPR",21,0.00231037335633438
"colorspace","STR",302590,44.9945948196514
"colorspace","NA",111090,16.5188854176115
"colorspace","ENV",100138,14.8903424966134
"colorspace","LGL",43660,6.49216434722224
"colorspace","VEC",26810,3.98659931628558
"colorspace","CLOS",21809,3.24295951096129
"colorspace","INT",20109,2.99017253454631
"colorspace","REAL",19705,2.9300984530924
"colorspace","NIL",16913,2.51493301888616
"colorspace","BUILTIN",6211,0.923564653243183
"colorspace","S4",2550,0.379180464622463
"colorspace","LANG",723,0.107508814087075
"colorspace","SYM",107,0.0159107096920014
"colorspace","SPECIAL",55,0.00817840217813155
"colorspace","LIST",21,0.00312266264983205
"colorspace","EXPR",10,0.00148698221420574
"colorspace","CPLX",2,0.000297396442841147
"curl","STR",7844,43.4257875214527
"curl","ENV",3826,21.1814205835133
"curl","LGL",1674,9.26756352765321
"curl","NA",1629,9.01843547583458
"curl","INT",814,4.50644964845264
"curl","CLOS",632,3.49886508331949
"curl","VEC",531,2.93971101145989
"curl","REAL",422,2.33626750816586
"curl","NIL",363,2.00963295133699
"curl","LANG",106,0.586834966506117
"curl","SYM",87,0.481647566849361
"curl","BUILTIN",66,0.365387809333998
"curl","EXTPTR",33,0.182693904666999
"curl","RAW",15,0.0830426839395449
"curl","LIST",10,0.0553617892930299
"curl","SPECIAL",9,0.049825610363727
"curl","EXPR",2,0.011072357858606
"data","STR",42334,48.4409506482213
"data","NA",13691,15.6660144405158
