"name","function_id","function_name","number","percent"
"dplyr",104,"dimnames<-",31,0.00277218125057567
"dplyr",626,"environment<-",23,0.00205677963752389
"dplyr",190,"levels<-",40,0.00357700806525893
"dplyr",709,"methods::packageSlot<-",1,8.94252016314734e-05
"dplyr",50,"names<-",4273,0.382113886571286
"dplyr",1073,"oldClass<-",21,0.00187792923426094
"dplyr",308,"parent.env<-",253,0.0226245760127628
"dplyr",309,"parent.env<-",254,0.0227140012143942
"dplyr",1314,"rlang::f_rhs<-",2,0.000178850403262947
"dplyr",191,"storage.mode<-",31,0.00277218125057567
"dplyr",340,"assign",627,0.0560696014229338
"dplyr",620,"assignNativeRoutines",5,0.000447126008157367
"dplyr",319,"assignWrapped",123,0.0109992998006712
"dplyr",339,"base::assign",32,0.00286160645220715
"dplyr",1004,"glue::assign_args",1,8.94252016314734e-05
"dplyr",720,"methods::.assignOverBinding",1,8.94252016314734e-05
"dplyr",134,"base::sprintf",93,0.00831654375172702
"foreach",285,"<anonymous>",3104,0.314048934570778
"foreach",143,"base::eval",4522,0.457515876974568
"foreach",256,"base::eval.parent",4,0.000404702235271621
"foreach",148,"eval",4522,0.457515876974568
"foreach",617,"base::force",118,0.0119387159405128
"foreach",66,"forceAndCall",9815,0.99303810979774
"foreach",259,"<-",16,0.00161880894108648
"foreach",571,"<<-",1014,0.102592016641356
"foreach",191,"attr<-",69,0.00698111355843546
"foreach",111,"attributes<-",442,0.0447195969975141
"foreach",622,"base::Encoding<-",4,0.000404702235271621
"foreach",805,"base::[<-.data.frame",4,0.000404702235271621
"foreach",563,"base::body<-",3,0.000303526676453716
"foreach",104,"class<-",512,0.0518018861147675
"foreach",64,"dim<-",35,0.00354114455862668
"foreach",65,"dimnames<-",23,0.00232703785281182
"foreach",493,"length<-",2055,0.207915773370795
"foreach",161,"levels<-",37,0.00374349567626249
"foreach",77,"names<-",539,0.0545336262028509
"foreach",288,"parent.env<-",29,0.00293409120571925
"foreach",289,"parent.env<-",29,0.00293409120571925
"foreach",162,"storage.mode<-",22,0.00222586229399392
"foreach",472,"assign",3373,0.341265159892794
"foreach",598,"assignNativeRoutines",1,0.000101175558817905
"foreach",306,"assignWrapped",11,0.00111293114699696
"foreach",471,"base::assign",3373,0.341265159892794
"foreach",100,"base::sprintf",44,0.00445172458798783
"forecast",325,"<anonymous>",27901,2.5306868799926
"forecast",1071,"<anonymous>",9,0.000816321347619562
"forecast",1116,"<anonymous>",36232,3.28632834077244
"forecast",143,"base::eval",1038,0.0941490620921228
"forecast",299,"base::eval.parent",25,0.00226755929894323
"forecast",148,"eval",1038,0.0941490620921228
"forecast",632,"base::force",5,0.000453511859788645
"forecast",66,"forceAndCall",7620,0.691152074317895
"forecast",302,"<-",644,0.0584123275407775
"forecast",466,"@<-",160,0.0145123795132366
"forecast",204,"attr<-",5829,0.528704126141603
"forecast",111,"attributes<-",1182,0.107210203654036
"forecast",498,"base::body<-",9,0.000816321347619562
"forecast",754,"base::colnames<-",199,0.0180497720195881
"forecast",858,"base::mostattributes<-",18,0.00163264269523912
"forecast",328,"base::parent.env<-",9,0.000816321347619562
"forecast",1003,"base::rownames<-",4,0.000362809487830916
"forecast",863,"base::substr<-",2,0.000181404743915458
"forecast",488,"body<-",18,0.00163264269523912
"forecast",489,"body<-",9,0.000816321347619562
"forecast",104,"class<-",827,0.0750108616090419
"forecast",64,"dim<-",365,0.0331063657645711
"forecast",65,"dimnames<-",947,0.0858951462439694
"forecast",503,"environment<-",85,0.00770970161640697
"forecast",579,"length<-",2,0.000181404743915458
"forecast",161,"levels<-",41,0.00371879725026689
"forecast",587,"methods::as<-",3,0.000272107115873187
"forecast",504,"methods::packageSlot<-",12,0.00108842846349275
"forecast",924,"methods::slot<-",20,0.00181404743915458
"forecast",77,"names<-",2229,0.202175587093778
"forecast",841,"oldClass<-",175,0.0158729150926026
"forecast",328,"parent.env<-",447,0.0405439602651049
"forecast",329,"parent.env<-",456,0.0413602816127245
"forecast",860,"stats::[<-.ts",29,0.00263036878677414
"forecast",691,"stats::tsp<-",750,0.0680267789682968
"forecast",162,"storage.mode<-",268,0.0243082356846714
"forecast",864,"substr<-",2,0.000181404743915458
"forecast",392,"assign",272,0.0246710451725023
