"name","no.of.evaluations","number","percent"
"lmtest","0",12791,15.6451435351101
"lmtest","1",52454,64.1584206856905
"lmtest","2",12189,14.9088151473268
"lmtest","3",2007,2.45483567156329
"lmtest","4",713,0.872096578886212
"lmtest","5",879,1.07513729711217
"lmtest","6",389,0.47580023728855
"lmtest","7",77,0.0941815379722837
"lmtest","8",7,0.00856195799748034
"lmtest","9",36,0.0440329268441846
"lmtest","10",56,0.0684956639798427
"lmtest",">10",159,0.194478760228482
"lubridate","0",42477,18.5028531602561
"lubridate","1",147048,64.0536655486344
"lubridate","2",26219,11.4209173672518
"lubridate","3",7887,3.43555342597029
"lubridate","4",2278,0.992289933353661
"lubridate","5",2378,1.03584963192055
"lubridate","6",749,0.326262142265975
"lubridate","7",126,0.0548852201942763
"lubridate","8",96,0.0418173106242105
"lubridate","9",136,0.0592411900509648
"lubridate","10",9,0.00392037287101973
"lubridate",">10",167,0.0727446966066995
"magrittr","0",3706,15.9665675757184
"magrittr","1",13900,59.8853991641894
"magrittr","2",4053,17.4615484037741
"magrittr","3",578,2.49019861272672
"magrittr","4",433,1.86549480849597
"magrittr","5",226,0.973676274180346
"magrittr","6",135,0.581620783249321
"magrittr","7",33,0.142173969238723
"magrittr","8",8,0.034466416785145
"magrittr","9",6,0.0258498125888587
"magrittr","10",42,0.180948688122011
"magrittr",">10",91,0.392055490931024
"markdown","0",1902,12.4216300940439
"markdown","1",10065,65.7327586206897
"markdown","2",2642,17.2544409613375
"markdown","3",269,1.7567920585162
"markdown","4",211,1.37800417972832
"markdown","5",151,0.986154649947753
"markdown","6",43,0.280825496342738
"markdown","8",5,0.0326541274817137
"markdown","9",8,0.0522466039707419
"markdown","10",1,0.00653082549634274
"markdown",">10",15,0.0979623824451411
"mvtnorm","0",8193,14.1071336329356
"mvtnorm","1",33204,57.1723746061263
"mvtnorm","2",11023,18.9799748609604
"mvtnorm","3",2722,4.68688120942886
"mvtnorm","4",848,1.46013051638342
"mvtnorm","5",1245,2.14370576992613
"mvtnorm","6",255,0.439072266129449
"mvtnorm","7",220,0.378807445288152
"mvtnorm","8",75,0.129138901802779
"mvtnorm","9",128,0.220397059076743
"mvtnorm",">10",164,0.282383731942077
"nloptr","0",2097,11.5169156414763
"nloptr","1",11307,62.0990773286468
"nloptr","2",3099,17.0199912126538
"nloptr","3",659,3.61928822495606
"nloptr","4",510,2.80096660808436
"nloptr","5",162,0.889718804920914
"nloptr","6",240,1.31810193321617
"nloptr","7",1,0.0054920913884007
"nloptr","8",80,0.439367311072056
"nloptr","9",7,0.0384446397188049
"nloptr",">10",46,0.252636203866432
"proto","0",0,NA
"proto",">10",0,NA
"psych","0",376603,7.6606018345429
"psych","1",2548103,51.8317764765662
"psych","2",734507,14.9408413413717
"psych","3",313667,6.38040056939421
"psych","4",454211,9.23925093498874
"psych","5",58612,1.19224540092944
"psych","6",318335,6.47535384741814
"psych","7",1402,0.0285185295178985
"psych","8",6745,0.137202198001587
"psych","9",8479,0.172474045493767
"psych","10",22598,0.459673131273517
"psych",">10",35880,0.729846532883166
"purrr","0",0,NA
"purrr",">10",0,NA
"quantreg","0",134255,14.6085913816329
"quantreg","1",584843,63.6380947406677
"quantreg","2",157670,17.1564306963768
"quantreg","3",25893,2.81747612114723
"quantreg","4",6408,0.697269029633934
"quantreg","5",6996,0.761250644712703
"quantreg","6",1118,0.121652118466095
"quantreg","7",241,0.026223757200652
"quantreg","8",196,0.0213272050262564
"quantreg","9",148,0.0161042160402344
"quantreg","10",278,0.0302498112107106
"quantreg",">10",968,0.105330277884777
"R6","0",193243,16.1821612111478
"R6","1",753911,63.1324774551091
"R6","2",181545,15.202571151751
"R6","3",36801,3.08171429097794
"R6","4",11861,0.993239672978706
"R6","5",11170,0.935375360186506
"R6","6",2365,0.198045006879238
"R6","7",1162,0.0973058342467967
"R6","8",301,0.0252057281482666
"R6","9",380,0.0318211850376788
"R6","10",108,0.00904391574755082
"R6",">10",1326,0.111039187789374
"RcppArmadillo","0",208855,15.4501862707095
"RcppArmadillo","1",853664,63.1503570065306
"RcppArmadillo","2",187882,13.8986947734717
"RcppArmadillo","3",46325,3.42692240545171
"RcppArmadillo","4",38198,2.8257222243593
"RcppArmadillo","5",9697,0.717341965799573
"RcppArmadillo","6",3908,0.289096875564064
"RcppArmadillo","7",769,0.0568872818087936
"RcppArmadillo","8",403,0.029812190596806
"RcppArmadillo","9",324,0.0239681135319235
"RcppArmadillo","10",196,0.0144992291736327
"RcppArmadillo",">10",1575,0.116511663002406
"RcppEigen","0",17,20
"RcppEigen","1",49,57.6470588235294
"RcppEigen","2",11,12.9411764705882
"RcppEigen","3",5,5.88235294117647
"RcppEigen","4",3,3.52941176470588
"RcppEigen",">10",0,0
"Rcpp","0",15484,12.5397840928417
"Rcpp","1",83138,67.329667392836
"Rcpp","2",16354,13.2443573401145
"Rcpp","3",4395,3.55930968018853
"Rcpp","4",1596,1.29252747430737
"Rcpp","5",1628,1.3184428121381
"Rcpp","6",657,0.532074279837057
"Rcpp","7",32,0.0259153378307243
"Rcpp","8",33,0.0267251921379344
"Rcpp","9",56,0.0453518412037674
"Rcpp","10",5,0.00404927153605066
"Rcpp",">10",101,0.0817952850282234
"readr","0",4522,6.96528141462062
"readr","1",46798,72.0834231847448
"readr","2",10542,16.2379470749515
"readr","3",1370,2.11022457718493
"readr","4",934,1.4386494562706
"readr","5",439,0.67619605064539
"readr","6",170,0.261852684760174
"readr","7",21,0.0323465081174332
"readr","8",38,0.0585317765934506
"readr","9",17,0.0261852684760174
"readr","10",12,0.0184837189242476
"readr",">10",59,0.0908782847108838
"readxl","0",9351,7.56969853964965
"readxl","1",89409,72.3771978110935
"readxl","2",16493,13.351196451122
"readxl","3",4717,3.81844380403458
"readxl","4",2070,1.67567917624583
"readxl","5",803,0.650033999287634
"readxl","6",520,0.420943561182528
"readxl","7",29,0.0234756986044102
"readxl","8",24,0.0194281643622705
"readxl","9",31,0.0250947123012661
"readxl","10",3,0.00242852054528381
"readxl",">10",82,0.0663795615710909
"rivr","0",11227,9.65921311870327
"rivr","1",81555,70.166306751211
"rivr","2",19269,16.578193425162
"rivr","3",2087,1.7955622854488
"rivr","4",994,0.855193537008199
"rivr","5",752,0.646987464617873
"rivr","6",196,0.168629711522744
"rivr","7",5,0.00430177835517203
"rivr","8",19,0.0163467577496537
"rivr","9",40,0.0344142268413762
"rivr","10",7,0.00602248969724084
"rivr",">10",80,0.0688284536827524
"rlang","0",879,12.9245699161888
"rlang","1",4498,66.1373327451845
"rlang","2",1074,15.791795324217
"rlang","3",131,1.92618732539332
"rlang","4",97,1.42626084399353
"rlang","5",83,1.22040876341714
"rlang","6",19,0.279370680782238
"rlang","7",3,0.0441111601235112
"rlang","8",4,0.0588148801646817
"rlang","9",5,0.0735186002058521
"rlang",">10",8,0.117629760329363
"rprojroot","0",343,9.02631578947368
"rprojroot","1",2599,68.3947368421053
"rprojroot","2",565,14.8684210526316
"rprojroot","3",100,2.63157894736842
"rprojroot","4",98,2.57894736842105
"rprojroot","5",74,1.94736842105263
"rprojroot","6",11,0.289473684210526
"rprojroot","7",1,0.0263157894736842
"rprojroot","9",2,0.0526315789473684
"rprojroot",">10",7,0.184210526315789
"RSQLite","0",28237,16.3586540912567
"RSQLite","1",113283,65.6286932542349
"RSQLite","2",22359,12.9533288531504
"RSQLite","3",4767,2.76168516673232
"RSQLite","4",1579,0.914768382267745
"RSQLite","5",1653,0.957639098092832
"RSQLite","6",491,0.284452992839432
"RSQLite","7",65,0.0376567098463606
"RSQLite","8",40,0.0231733599054527
"RSQLite","9",45,0.0260700298936343
"RSQLite","10",2,0.00115866799527263
"RSQLite",">10",91,0.0527193937849049
"Sleuth3","0",0,NA
"Sleuth3",">10",0,NA
"SparseM","0",12874,14.4936673233887
"SparseM","1",56607,63.7286799887419
"SparseM","2",16315,18.3675766957501
"SparseM","3",1695,1.9082465522094
"SparseM","4",570,0.641711229946524
"SparseM","5",309,0.347875035181537
"SparseM","6",184,0.207148888263439
"SparseM","7",41,0.0461581761891359
"SparseM","8",44,0.0495356037151703
"SparseM","9",16,0.0180129468055165
"SparseM","10",46,0.0517872220658598
"SparseM",">10",124,0.139600337742753
"sp","0",605482,14.8432756001409
"sp","1",2764130,67.7621190797043
"sp","2",429308,10.5244036343695
"sp","3",119213,2.92248392870407
"sp","4",58324,1.4298017217731
"sp","5",57441,1.40815514540101
"sp","6",27359,0.670700660208322
"sp","7",1599,0.0391991796364307
"sp","8",13553,0.332249206762067
"sp","9",721,0.017675177309485
"sp","10",399,0.00978140880233636
"sp",">10",1638,0.0401552571885387
"stringr","0",953,10.0400337126001
"stringr","1",6282,66.1820480404551
"stringr","2",1917,20.1959544879899
"stringr","3",188,1.98061525495154
"stringr","4",82,0.863885377159713
"stringr","5",51,0.537294563843236
"stringr","6",9,0.0948166877370417
"stringr","8",3,0.0316055625790139
"stringr","9",1,0.010535187526338
"stringr",">10",6,0.0632111251580278
"tibble","0",4686,7.53000915942215
"tibble","1",45703,73.4408895887902
"tibble","2",9372,15.0600183188443
"tibble","3",1308,2.10184634667609
"tibble","4",824,1.32409892175925
"tibble","5",204,0.327810898105446
"tibble","6",58,0.0932011376966464
"tibble","8",5,0.00803458083591779
"tibble","9",5,0.00803458083591779
"tibble",">10",66,0.106056467034115
"tidyr","0",745,11.92
"tidyr","1",4133,66.128
"tidyr","2",1170,18.72
"tidyr","3",83,1.328
"tidyr","4",61,0.976
"tidyr","5",39,0.624
"tidyr","6",9,0.144
"tidyr","8",3,0.048
"tidyr","9",1,0.016
"tidyr",">10",6,0.096
"vcd","0",2103291,22.7816302133389
"vcd","1",5262466,56.999984511068
"vcd","2",1264481,13.6961260014867
"vcd","3",355288,3.84827388850937
"vcd","4",100909,1.09298785721891
"vcd","5",75448,0.817209048265787
"vcd","6",25743,0.278833269662631
"vcd","7",17632,0.190979614290933
"vcd","8",1939,0.0210021252331057
"vcd","9",7158,0.0775313112009132
"vcd","10",3273,0.0354512407880119
"vcd",">10",14771,0.159990918936671
"viridis","0",153032,10.8461256597566
"viridis","1",928496,65.8070487909807
"viridis","2",244999,17.3642763638632
"viridis","3",41185,2.91898220827719
"viridis","4",9339,0.661900566786469
"viridis","5",8139,0.576850702759939
"viridis","6",10243,0.725971464353121
"viridis","7",2176,0.154223753434774
"viridis","8",128,0.00907198549616319
"viridis","9",11947,0.846742271270794
"viridis","10",90,0.00637873980198974
"viridis",">10",1163,0.0824274932190452
"xml2","0",2714,13.2357961472812
"xml2","1",13696,66.7934650085345
"xml2","2",3247,15.8351621555718
"xml2","3",370,1.80443794196537
"xml2","4",183,0.892465252377469
"xml2","5",190,0.926603267495733
"xml2","6",39,0.190197512801756
"xml2","7",6,0.0292611558156547
"xml2","8",12,0.0585223116313094
"xml2","9",10,0.0487685930260912
"xml2","10",5,0.0243842965130456
"xml2",">10",33,0.160936356986101
"xtable","0",601265,19.3489953576442
"xtable","1",1924285,61.9244119178471
"xtable","2",387544,12.4713513290859
"xtable","3",109093,3.51066493235342
"xtable","4",34125,1.09815882610764
"xtable","5",35026,1.12715343716472
"xtable","6",7636,0.245730133220745
"xtable","7",1328,0.0427356753427382
"xtable","8",1431,0.0460502646200741
"xtable","9",1129,0.0363317601370116
"xtable","10",735,0.0236526516392414
"xtable",">10",3877,0.124763714837196
"xts","0",12546,14.6678513807375
"xts","1",55197,64.5322327963149
"xts","2",13983,16.3478850515584
"xts","3",1766,2.06467603526083
"xts","4",773,0.903734187574532
"xts","5",634,0.741225711413005
"xts","6",122,0.142633338789253
"xts","7",29,0.0339046461056422
"xts","8",71,0.0830079266724344
"xts","9",97,0.113405195594734
"xts","10",71,0.0830079266724344
"xts",">10",245,0.286435803306288
"zoo","0",122518,16.9015055994394
"zoo","1",454997,62.7673839209595
"zoo","2",95364,13.1555786087345
"zoo","3",26532,3.66012134187895
"zoo","4",11304,1.55940040888737
"zoo","5",10347,1.42738110675492
"zoo","6",1895,0.261417531390796
"zoo","7",426,0.0587672128614666
"zoo","8",283,0.0390401907037443
"zoo","9",539,0.0743556989021843
"zoo","10",92,0.0126915107588144
"zoo",">10",597,0.0823568687283934
