"name","strict","number","percent"
"car",FALSE,173392,6.71021931510035
"car",TRUE,810811,31.3781468181683
"car",NA,1599796,61.9116338667314
"checkmate",FALSE,75488,7.61974746868089
"checkmate",TRUE,404553,40.8355195222719
"checkmate",NA,510648,51.5447330090472
"colorspace",FALSE,53540,6.83250660088539
"colorspace",TRUE,299726,38.2495306958718
"colorspace",NA,430341,54.9179627032428
"curl",FALSE,705,3.09495588041617
"curl",TRUE,8846,38.8340137846262
"curl",NA,13228,58.0710303349576
"data",FALSE,8600,8.52548724150921
"data",TRUE,35696,35.3867200666178
"data",NA,56578,56.087792691873
"DBI",FALSE,13353,9.78944590255275
"DBI",TRUE,48507,35.5617952815941
"DBI",NA,74542,54.6487588158531
"digest",FALSE,2453,2.81578584875339
"digest",TRUE,24084,27.6458974241242
"digest",NA,60579,69.5383167271225
"dplyr",FALSE,41299,3.69317140217822
"dplyr",TRUE,367100,32.8279915189139
"dplyr",NA,709854,63.4788370789079
"foreach",FALSE,31865,3.22395918173255
"foreach",TRUE,285355,28.8709515864834
"foreach",NA,671161,67.9050892317841
"forecast",FALSE,42125,3.82083741871934
"forecast",TRUE,343328,31.1406639595032
"forecast",NA,717054,65.0384986217775
"Formula",FALSE,825,2.00451927983089
"Formula",TRUE,12991,31.5644969264038
"Formula",NA,27341,66.4309837937653
"gdata",FALSE,1116,4.29082240762813
"gdata",TRUE,9211,35.4146641547157
"gdata",NA,15682,60.2945134376562
"ggplot2",FALSE,10494,5.85129220218016
"ggplot2",TRUE,66913,37.3096545763751
"ggplot2",NA,101938,56.8390532214447
"gridExtra",FALSE,167891,5.88872828568492
"gridExtra",TRUE,735226,25.7878393872869
"gridExtra",NA,1947940,68.3234323270282
"highr",FALSE,881,5.23159144893112
"highr",TRUE,3699,21.9655581947743
"highr",NA,12260,72.8028503562945
"htmlwidgets",FALSE,1321,3.95662982598017
"htmlwidgets",TRUE,14499,43.4270823973403
"htmlwidgets",NA,17567,52.6162877766795
"iterators",FALSE,305,3.8917953298456
"iterators",TRUE,2884,36.799795840245
"iterators",NA,4648,59.3084088299094
"jsonlite",FALSE,1412,3.83112654655958
"jsonlite",TRUE,16001,43.4149120902974
"jsonlite",NA,19443,52.753961363143
"knitr",FALSE,1139,3.40854680392626
"knitr",TRUE,13776,41.225760114915
"knitr",NA,18501,55.3656930811587
"lazyeval",FALSE,1056,4.58831197045405
"lazyeval",TRUE,8447,36.7021507712361
"lazyeval",NA,13512,58.7095372583098
"lubridate",FALSE,28411,11.0485012521972
"lubridate",TRUE,80379,31.2578748425031
"lubridate",NA,148358,57.6936239052997
"magrittr",FALSE,1149,3.73707148897418
"magrittr",TRUE,10635,34.589865348338
"magrittr",NA,18962,61.6730631626878
"markdown",FALSE,1005,5.28891695610988
"markdown",TRUE,6634,34.9121145142617
